,action,elapsed
0,load_dataset,5.732386112213135
1,prepare_dataset,2.6813390254974365
2,train_test_split,10.239899635314941
3,training,36.34508538246155
4,evaluation,0.14249086380004883
5,evaluation_d4py,0.19379854202270508
